team_abbr,position,player_id,order
LV,LB,1337,1
LV,CB,1338,1
LV,S,1339,1
LV,K,1340,1
LV,P,1341,1
MIA,QB,1342,1
MIA,RB,1343,1
MIA,WR,1344,1
MIA,WR,1345,2
MIA,WR,1346,3
MIA,TE,1347,1
MIA,LT,1348,1
MIA,LG,1349,1
MIA,C,1350,1
MIA,RG,1351,1
MIA,RT,1352,1
MIA,EDGE,1353,1
MIA,DL,1354,1
MIA,LB,1355,1
MIA,CB,1356,1
MIA,S,1357,1
MIA,K,1358,1
MIA,P,1359,1
MIN,QB,1360,1
MIN,RB,1361,1
MIN,WR,1362,1
MIN,WR,1363,2
MIN,WR,1364,3
MIN,TE,1365,1
MIN,LT,1366,1
MIN,LG,1367,1
MIN,C,1368,1
MIN,RG,1369,1
MIN,RT,1370,1
MIN,EDGE,1371,1
MIN,DL,1372,1
MIN,LB,1373,1
MIN,CB,1374,1
MIN,S,1375,1
MIN,K,1376,1
MIN,P,1377,1
NE,QB,1378,1
NE,RB,1379,1
NE,WR,1380,1
NE,WR,1381,2
NE,WR,1382,3
NE,TE,1383,1
NE,LT,1384,1
NE,LG,1385,1
NE,C,1386,1
NE,RG,1387,1
NE,RT,1388,1
NE,EDGE,1389,1
NE,DL,1390,1
NE,LB,1391,1
NE,CB,1392,1
NE,S,1393,1
NE,K,1394,1
NE,P,1395,1
NO,QB,1396,1
NO,RB,1397,1
NO,WR,1398,1
NO,WR,1399,2
NO,WR,1400,3
NO,TE,1401,1
NO,LT,1402,1
NO,LG,1403,1
NO,C,1404,1
NO,RG,1405,1
NO,RT,1406,1
NO,EDGE,1407,1
NO,DL,1408,1
NO,LB,1409,1
NO,CB,1410,1
NO,S,1411,1
NO,K,1412,1
NO,P,1413,1
NYG,QB,1414,1
NYG,RB,1415,1
NYG,WR,1416,1
NYG,WR,1417,2
NYG,WR,1418,3
NYG,TE,1419,1
NYG,LT,1420,1
NYG,LG,1421,1
NYG,C,1422,1
NYG,RG,1423,1
NYG,RT,1424,1
NYG,EDGE,1425,1
NYG,DL,1426,1
NYG,LB,1427,1
NYG,CB,1428,1
NYG,S,1429,1
NYG,K,1430,1
NYG,P,1431,1
NYJ,QB,1432,1
NYJ,RB,1433,1
NYJ,WR,1434,1
NYJ,WR,1435,2
NYJ,WR,1436,3
NYJ,TE,1437,1
NYJ,LT,1438,1
NYJ,LG,1439,1
NYJ,C,1440,1
NYJ,RG,1441,1
NYJ,RT,1442,1
NYJ,EDGE,1443,1
NYJ,DL,1444,1
NYJ,LB,1445,1
NYJ,CB,1446,1
NYJ,S,1447,1
NYJ,K,1448,1
NYJ,P,1449,1
PHI,QB,1450,1
PHI,RB,1451,1
PHI,WR,1452,1
PHI,WR,1453,2
PHI,WR,1454,3
PHI,TE,1455,1
PHI,LT,1456,1
PHI,LG,1457,1
PHI,C,1458,1
PHI,RG,1459,1
PHI,RT,1460,1
PHI,EDGE,1461,1
PHI,DL,1462,1
PHI,LB,1463,1
PHI,CB,1464,1
PHI,S,1465,1
PHI,K,1466,1
PHI,P,1467,1
PIT,QB,1468,1
PIT,RB,1469,1
PIT,WR,1470,1
PIT,WR,1471,2
PIT,WR,1472,3
PIT,TE,1473,1
PIT,LT,1474,1
PIT,LG,1475,1
PIT,C,1476,1
PIT,RG,1477,1
PIT,RT,1478,1
PIT,EDGE,1479,1
PIT,DL,1480,1
PIT,LB,1481,1
PIT,CB,1482,1
PIT,S,1483,1
PIT,K,1484,1
PIT,P,1485,1
SEA,QB,1486,1
SEA,RB,1487,1
SEA,WR,1488,1
SEA,WR,1489,2
SEA,WR,1490,3
SEA,TE,1491,1
SEA,LT,1492,1
SEA,LG,1493,1
SEA,C,1494,1
SEA,RG,1495,1
SEA,RT,1496,1
SEA,EDGE,1497,1
SEA,DL,1498,1
SEA,LB,1499,1
SEA,CB,1500,1
SEA,S,1501,1
SEA,K,1502,1
SEA,P,1503,1
SF,QB,1504,1
SF,RB,1505,1
SF,WR,1506,1
SF,WR,1507,2
SF,WR,1508,3
SF,TE,1509,1
SF,LT,1510,1
SF,LG,1511,1
SF,C,1512,1
SF,RG,1513,1
SF,RT,1514,1
SF,EDGE,1515,1
SF,DL,1516,1
SF,LB,1517,1
SF,CB,1518,1
SF,S,1519,1
SF,K,1520,1
SF,P,1521,1
TB,QB,1522,1
TB,RB,1523,1
TB,WR,1524,1
TB,WR,1525,2
TB,WR,1526,3
TB,TE,1527,1
TB,LT,1528,1
TB,LG,1529,1
TB,C,1530,1
TB,RG,1531,1
TB,RT,1532,1
TB,EDGE,1533,1
TB,DL,1534,1
TB,LB,1535,1
TB,CB,1536,1
TB,S,1537,1
TB,K,1538,1
TB,P,1539,1
TEN,QB,1540,1
TEN,RB,1541,1
TEN,WR,1542,1
TEN,WR,1543,2
TEN,WR,1544,3
TEN,TE,1545,1
TEN,LT,1546,1
TEN,LG,1547,1
TEN,C,1548,1
TEN,RG,1549,1
TEN,RT,1550,1
TEN,EDGE,1551,1
TEN,DL,1552,1
TEN,LB,1553,1
TEN,CB,1554,1
TEN,S,1555,1
TEN,K,1556,1
TEN,P,1557,1
WAS,QB,1558,1
WAS,RB,1559,1
WAS,WR,1560,1
WAS,WR,1561,2
WAS,WR,1562,3
WAS,TE,1563,1
WAS,LT,1564,1
WAS,LG,1565,1
WAS,C,1566,1
WAS,RG,1567,1
WAS,RT,1568,1
WAS,EDGE,1569,1
WAS,DL,1570,1
WAS,LB,1571,1
WAS,CB,1572,1
WAS,S,1573,1
WAS,K,1574,1
WAS,P,1575,1
